Id,Observateur,Pays,Massif,Sommet/secteur,itinéraire,Orientation,Date,Heure,Description,Decl a distance,Distance décl,Caractéristique,Dénivelé,Origine principale,Origine secondaire,Alti départ,Commentaire zone départ,Epaisseur rupture,Epaisseur max rupture,Longueur rupture,Ecoulement principal,Commentaire type écoulement,Alti arrivée,Commentaire zone arrivée,Qualite neige,Commentaire qualité neige,Commentaire qualité transportée,Risque MF,latitude,longitude
1480357533149,Régis Philip,,,Col du Lautaret - Vallois,RD1091 ; Tête de Colombe,W,25/11/2016,,Avalanche importante probablement partie entre le jeudi 24 fin de journée et le vendredi 25. Départ en vastes plaques dans le secteur de Tête de Colombe.<br>Route fermée préventivement : passage obligatoire par les tunnels. - Enjeux : RD 1091 (Approché),false,0,Plaque friable,0,Neige,,2900,,0,0,0,,,1930,,,,,Inconnu,45.039232,6.432967
1480881425886,Coubat Grégory,France,Queyras,,Ruisseau de la Chapelle - La Monta,S,25/11/2016,,Avalanche partie naturellement pendant les deux jours de fort retour d'Est (le 24 ou 25 novembre). - Enjeux : RD 947 (Approché),false,0,,0,Neige,,2700,Zone de départ non observée,0,0,0,,,2000,,,,,Inconnu,44.774864,6.994145
1480002381597,Duclos Alain,France,Haute Maurienne,Bessans,Proximité Ruisseau de la Frette,W,24/11/2016,,Crue avalancheuse en situation de retour d'Est,false,0,,0,Neige,,0,,0,0,0,Dense,,1750,,Humide,,,Inconnu,45.335666,7.031417
1480006053469,Duclos Alain,France,Haute Maurienne,Pointes du Châtelard,RD 902 ; Prés de rebon,SE,24/11/2016,12:00,"Une des plus grosse avalanches lors de cette première journée de crue avalancheuse simultanée au ""retour d'Est"" en cours;",false,0,,0,Neige,,0,,0,0,0,Dense,,1690,Dépôt dans le cours de l'Arc,Humide,,,Inconnu,45.325319,6.976239
1479999194265,Duclos Alain,France,Haute Maurienne,Bessans,RD 902 ; Ruisseau de Proveral,SE,24/11/2016,10:50,"Une des nombreuses avalanches spontanées, plus ou oins grosses, dues à l'épisode de fortes précipitations en cours (retour d'Est)",false,0,,0,Neige,,2800,,0,0,0,Dense,,1750,,Humide,,,Inconnu,45.335144,6.992905
1479836463853,Régis Philip,France,Oisans,Pic de Combeynot,Torrent de la Liche,NE,22/11/2016,11:00,Une des avalanches spontanées qui se sont produites lors de la crue avalancheuse entre 11:00 et 12:00. Écoulement jusque dans la Guisane.,false,0,,0,Neige,,0,,0,0,0,Dense,,1790,,Humide,,,Inconnu,45.029876,6.438387
1479119473791,George David,France,Haute Tarentaise,Grande Motte,,NE,12/11/2016,,Déclenchement préventif pour la sécurisation des pistes,false,0,Plaque à vent,0,Grenadage à main,,3550,,0,250,0,,,0,,,,,Inconnu,45.411619,6.873262
1476723885631,Henry Tof,France,Mont Blanc,Vallée Blanche,Petit Flambeau,SE,17/10/2016,,""" Dans cette vidéo prise dans le massif du Mont Blanc et plus exactement dans le secteur du Petit Flambeau on voit une grosse avalanche se déclencher, heureusement sans faire de victime. Du moment que la neige est là et que vous vous trouvez en montagne les dangers sont présents qu'importe la période""<br>
Une chose est sûre : il ne sert absolument à rien de rechercher des indices d'instabilité dans ces circonstances ! Neige récente et pente à plus de 30° devraient suffire à éveiller la vigilance (pour induire des précautions comme ici : un par un, sous surveillance, etc.). Mais comment le faire admettre ???<br>
Voir l'excellente vidéo en cliquant sur le lien ci dessous.",false,0,Plaque friable,0,Skieur hors piste,,3500,,40,0,0,Mixte,,0,,Sèche poudreuse,,,Inconnu,45.877984,6.899612
1476633479718,Duclos Alain,Italie,Valle Argentera,Bersezio,Forêt,NE,15/10/2016,13:45,"Avalant de neige récente humide suite aux précipitations abondantes dans le secteur.<br>
Attention : cette couche pourra constituer une couche fragile durable dans les pentes où elle subsistera (à l'ombre et en altitude ?)",false,0,Départ ponctuel,0,Neige,Réchauffement,1830,,40,0,15,Dense,,1700,,Humide,,,Inconnu,44.380557,6.961925
1473841347190,,Cachemire-Inde,Himalaya,Aru Range,,T,16/07/2016,,"D'après le site Kairn.com :
""Il s'agît de l'une des avalanches glaciaires les plus importantes jamais répertoriées. Plus de 100 millions de m3 de glace et de roche sont tombés le 17 juillet dernier dans une vallée étroite de la région de Rutog, à l'ouest de la province autonome du Tibet. Selon Zong Jibaio, glaciologue à ll'Institut de recherche du plateau tibétain (ITPR) qui s'est rendu sur place, la glace recouvre près de 10Km2 pour une épaisseur de 30m.  la glace est descendue dans une gorge étroite avant d'atteindre le lac de Co Aru, à 6 kilomètres de distance."" 
Article complet sur le lien suivant.",false,0,,0,,,6000,,0,0,0,,Ecoulement de 6km de long,4900,,,,,Inconnu,34.022727,82.246812
1469047323822,Presse Paris Match,,Chili,Farrellones,,T,14/07/2016,,"""La championne de ski freeride, Matilda Rapaport, a succombé à ses blessures. Elle avait 30 ans. Le 14 juillet dernier, elle avait été prise dans une avalanche au cours d’un tournage publicitaire au Chili. «Matilda est restée sous la neige un long moment, est tombée dans le coma et est décédée des suites de complications consécutives au manque d'oxygène», a indiqué la Fédération. Transportée en urgence à l’hôpital, elle n’a pas survécu.<br>Ancienne skieuse alpine, elle était devenue un membre éminent de la communauté freeride en intégrant les premières places du Freeride World Tour.<br>C’est la deuxième fois depuis le début de l’année que le Freeride World Tour est endeuillé. ",false,0,,0,,,0,,0,0,0,,,0,,,,,Inconnu,-33.299709,-70.249953
1473233521732,Coubat Grégory,France,Vanoise,Pointe du Génépy,Passage du Rosoire,SE,25/06/2016,,"Avalanche partie naturellement quelques jours après un long épisode de mauvais temps. La pente avait été parcouru à pied la veille.
Photos prises quelques jours plus tard (le 30 juin et le 16 juillet).",false,0,,0,,,3430,,200,0,0,Dense,,3150,,,,,Inconnu,45.300786,6.734552
1466505522047,Presse Dauphiné Libéré,France,Mont Blanc,Mont Blanc du Tacul,Face Nord - voie normale,NW,20/06/2016,11:30,"""La personne décédée est un skieur d’origine néo-zélandaise. L’homme était en phase d’ascension du Mont-Blanc du Tacul quand il a été emporté par cette avalanche de plaque"".<br>
""L’avalanche pourrait avoir été déclenchée par deux militaires du PGHM de Chamonix. """,false,0,Plaque friable,0,,,4020,,50,80,150,Mixte,,2820,,,,,Inconnu,45.860717,6.88578
1465317514101,Duclos Tom,France,Haute Maurienne,Pointe Longe Côte,,N,07/06/2016,,"Vaste avalanche de vieille neige partie spontanément. Attention : forte chaleur en cours avec nuits sans regel (ciel nocturne couvert)... et il reste pas mal de neige dans certaines pentes ombragées d'altitude.<br>
Les couches fragiles de début de saison fonctionnent encore.",false,0,,0,Réchauffement,,2900,,0,0,0,Dense,,2350,,Humide,,,Inconnu,45.191448,6.770876
1464607512663,Perceval Christophe,France,Lauzière,Col de la Madeleine,RD 213 - Couloir des Ardoisières,NE,29/05/2016,,"Glissement de plaque de fond, qui s'avère systématique.<br<
A traversé la chaussée qui avait été maintenue fermée préventivement à cause de ce risque. <br>
Aussi quelques photos prises 3 jours avant l'avalanche.",false,0,Plaque de fond,0,Réchauffement,,1950,,0,0,0,Dense,,1880,,Humide,,,Inconnu,45.445088,6.377864
1464593751823,Frédéric Chevallier,France,Maurienne,Col du Galibier,RD 902 -déviation col,NW,25/05/2016,12:00,Encore une plaque assez importante déclenchée par la surcharge de la pente en aval par les engins de déneigement. <br> Lacet en aval traversé par l'écoulement. Route fermée au public et vigilance du personnel. ,false,0,,0,Engin de déneigement,,2635,,0,0,50,Dense,,2580,,Humide,,,Inconnu,45.065188,6.409853
1464592975963,Frédéric Chevallier,France,Maurienne,Col du Galibier,RD 902 -déviation col,T,24/05/2016,15:30,"Déclenchement pendant les travaux de déneigement, provoqué par la surcharge dans la pente avec l'engin de fraisage.",false,0,,0,Engin de déneigement,,2635,,0,0,60,Dense,,2615,,Humide,,,Inconnu,45.0645,6.408646
1464592636603,Frédéric Chevallier,France,Maurienne,Grand Galibier,Terres Vieilles,NW,24/05/2016,,Vaste plaque partie spontanément lors du réchauffement après les précipitations.,false,0,,0,Réchauffement,Neige,2850,,0,0,0,Dense,,2350,,Humide,,,Inconnu,45.067405,6.430941
1464334510297,Duclos Alain,France,Haute Tarentaise,Col du Petit Saint Bernard,RD 1090 - ,NW,24/05/2016,,"Une des nombreuses purges spontanées après l'épisode de précipitations. <br>
Un très faible volume a atteint le chaussée, fermée à la circulation.",false,0,Départ ponctuel,0,,,2200,,0,0,0,Dense,,2023,,Humide,Neige récente,,Inconnu,45.654381,6.863071
1463858417539,,,,Mont Viso,Amont Coolidge inférieur,N,21/05/2016,,"""Avalanche partie en dessus du Coolidge inférieur et qui aurait embarqué deux ou trois personnes, jusqu'au niveau du bivouac Villatta. Tout le couloir inférieur est maintenant marqué par une goulotte de deux mètres de large"".<br> Un skieur décédé.<br>
Info recueillie sur SkiTour (lien ci dessous).",false,0,,0,Skieur rando.  descente,,0,,0,0,0,,,0,,,,,Inconnu,44.672134,7.088303
1463832455963,Coubat Grégory,Italie,Alpes Grées,Signal du Petit Mont Cenis,,NE,20/05/2016,,Une des nombreuses purges de neige en plaques suite à la chute de neige de la veille.,false,0,,0,,,2900,,0,0,0,,,2550,,Humide,,,Inconnu,45.248094,6.87334
1463834612443,Duclos Alain,France,Maurienne,Col du Galibier,RD 902 ,NW,20/05/2016,17:20,"Déclenchement préventif de la pente sommitale pour sécurisation des travaux de déneigement vers le col, de et l'accès au tunnel. Conseil départemental de la Savoie.",false,0,,0,Minage de corniche,,2670,,0,0,0,Dense,,2580,Traversée de 2 lacets routiers,Humide,,,Inconnu,45.064972,6.410968
1462949400071,Duclos Alain,France,Haute Maurienne,La Norma,Couloirs Nord,N,10/05/2016,,"Purges spontanées de neige fraîche à la faveur du réchauffement. <br>
Attention : fortes précipitations en cours sur la chaîne frontalière.",false,0,Départ ponctuel,0,Réchauffement,Neige,2850,,0,0,0,Dense,,2470,,Aucun,,,Inconnu,45.179734,6.721115
1462948184319,Duclos Alain,France,Maurienne,Ouillon,RD 927 Col du Glandon,N,10/05/2016,17:30,Déclenchement préventif (minage de corniche) avant travaux de déneigement du col côté Maurienne. Conseil départemental de la Savoie.,false,0,,0,Minage de corniche,,1940,,0,0,0,Dense,,1760,,Humide,,,Inconnu,45.24047,6.172105
1462562328256,Presse France 3 Auvergne,France,Massif Central,Puy de Sancy,Cascade de la Dore - Hors-piste station du Mont Dore,T,01/05/2016,12:00,"""Deux skieurs qui descendaient la cascade de la Dore, dimanche, ont déclenché une coulée de neige. Un jeune clermontois de 26 ans a été emporté sur 150 mètres. Hospitalisé au CHU de Clermont-Ferrand, ses jours ne sont plus en danger. """,false,0,,0,Skieur hors piste,,0,,0,0,0,,,0,,,,,Inconnu,45.534467,2.818846
1462119149422,Asmus Nørreslet,France,Mont Blanc,Glacier de Trient,Tête Blanche,N,29/04/2016,,"""Après 30m de rappel pour attaque ce qui semblait la face en très bonne conditions, tout est parti sous nos pieds.""<br>
""Neige poudreuse, pas d'effet de vent, déjà des traces faites plus a gauche à partir d'un col plus bas. Aucun signe d'instabilité. Face raide, 40-45 degrés.""",false,0,Plaque friable,0,Skieur rando.  descente,,3400,,0,0,0,,,0,,Sèche poudreuse,,,Inconnu,45.984327,7.018957
1461871926859,Grégoire Xavier,France,Cerces,Roche Noire,Face nord,T,28/04/2016,,"Nous avons déclenché une avalanche en face nord de roche noire. Nous étions 8. le premier a fait partir l'avalanche au bout de 4 .5 virages sans être emporté , puis nous sommes descendus 1 par 1  mais le 7 ème a fait partir à l'endroit de l'avalanche une deuxième coulée jusqu’à la couche de neige mélangée avec du sable, sans être emporté également.",false,0,,0,Skieur rando.  descente,,3000,,0,0,0,,,0,,,,,Inconnu,45.1452,6.539
1461764780231,Batoux Philippe,France,Aravis,Tête Pelouse,Combe du Grand Crêt,T,25/04/2016,,""" Une avalanche naturelle est partie au sol pendant la chute de neige sous la crête sommitale et ensuite des avalanches de poudre se déclenchaient dès que l'on skiait au delà de 35° ! parfois avec plus de 40cm à la cassure""",false,0,,0,,,0,,0,0,0,,,0,,,,,2 - LIMITE,45.910564,6.508889
1461516294236,Presse Dauphiné Libéré,France,Belledonne,Cime de la Jasse,,SE,24/04/2016,11:00,"""Cinq skieurs ensevelis par une avalanche dans le massif de Belledonne""<br>
""La coulée a été importante, mais tout le monde s'en est bien tiré, avec sans doute une grosse frayeur. Dimanche 24 avril vers 11 heures, une avalanche a bousculé cinq skieurs de randonnée sur la cîme de Jasse, jusqu'à ensevelir une personne totalement. ""<br> ""Etant l'un des skieurs, je me permets de corriger et d'apporter quelques precisions sur les circonstances.
Nous étions 7 repartis en 4 groupes a ce moment la. 2 personnes ont été ensevelies complètement et dégagées. Les secours sont venus a notre rencontre et inversement. Pas de médicalisation. Tout le monde s'en tire bien avec une bonne frayeur et de quoi méditer. Le déclenchement: il a eu lieu a distance. Un wouff. Puis plus rien. 1/2 tour direct puis c'est arrive en 2 vagues successives.""<br> Davantage sur SkiTour (lien ci dessous).",true,0,,0,Skieur rando.  descente,,2400,,0,0,0,,,0,,Sèche poudreuse,,,3 - MARQUE,45.240206,6.032831
1461872640771,Miller Julien,France,Beaufortain,Aiguille de la Nova,Combe de la Neuva,NW,21/04/2016,,"Avalanche observée le matin après avoir quitté le refuge de Presset et franchi le col du grand fond sur une pente nord nord ouest. <br>
Les conditions étaient excellentes à skier, petite couche de neige froide dans les orientations secteur nord. Le guide s'est approché pour observer la pente, le sommet de la pente s'est fissuré devant ses skis à l'extrémité du plat de la croupe et la plaque est partie sur inclinaison supérieure à 30. À la cassure apparaît nettement une couche de neige colorée. 
La plaque a fait partir une seconde épaisseur à mi pente : cassure de 60 au sommet, 80 à mi pente.
<br> Le BERA indiquait un risque 2 au-dessus de 2800 m et en-dessous risque 1 évoluant en 2.",false,0,,0,Skieur rando.  descente,,0,Altitude de départ 2600m environ,60,0,0,Dense,,0,,,,,1 - FAIBLE,45.654972,6.673056
1461749368603,Bourcet Adelin,France,Vanoise,Le Grand Bec,Couloir du Boomerang,NW,21/04/2016,12:30,Avalanche déclenchée au passage d'un skieur de randonnée.,false,0,Plaque à vent,350,Skieur rando.  descente,,0,,0,30,0,,,0,,,,,2 - LIMITE,45.423472,6.752722
1461334163681,Duclos Alain,France,Beaufortain,Les Chapieux,Crêt Bettex,NE,21/04/2016,15:30,Une des nombreuses purges dans ce secteur. Douceur après nuit sans regel (ciel couvert),false,0,,0,Réchauffement,,2400,,0,0,0,Dense,,1400,,Humide,,,2 - LIMITE,45.662348,6.761674
1461180006925,bonhomme Paul,Italie,Valgrisenche,Refuge Mario Bezzi,Descente de Punta Bassac,N,20/04/2016,11:00,"Plaque déclenchée dans la pente raide en contre bas de la trace. Illustre bien l'instabilité latente par endroits en ce moment, due à des couches fragiles minces enfouies plus ou moins profondément. Elles se sont formées à la faveur de la successions d'épisodes de beau temps et d'épisodes perturbés.",false,0,Plaque à vent,0,Skieur rando.  descente,,2620,,0,50,0,Dense,,2600,,,Neige sèche accumulée par le vent,,Inconnu,45.531135,7.029739
1461651638057,Desecures Julien,Suisse,Alpes valaisannes,Cabane de Saleina,Glacier de l'Evole,N,20/04/2016,14:30,"""on a déclenché en quelques minutes 3 grandes plaques friables autour de la cabane de Saleina.""
""L'avalanche 1 est descendu jusqu'au glacier et à recouvert notre trace de montée.
Les avalanches 1 et 2 sont parties à distance derrière notre trace de montée (visible sur la photo IMG_2101) : la couche fragile n'était pas active 1 heure auparavant.""",true,0,Plaque friable,0,Skieur rando.  descente,,2800,,0,0,0,Dense,,0,,Sèche poudreuse,,,3 - MARQUE,45.974799,7.071703
1461327307193,,Italie,Valgrisenche,Rutor,Mount Rutor near the Rifugio degli Angeli al Morion,T,20/04/2016,12:00,"""Avalanche On Mount Rutor In Italy’s Aosta Valley Kills Two Ski Mountaineers"".<br>""The avalanche struck the group of four as they ascended just below the summit of the Rutor at approximately 3400 meters. It was triggered under the feet of the first ski mountaineer – catching the first two people.""<br> Localisation approximative sur la carte ci dessous.",false,0,,0,Skieur rando.  montée,,3300,,0,0,0,,,0,,,,,3 - MARQUE,45.629429,7.014784
1461306241861,Christophe Verollet,France,Vanoise,Sommet de Bellecôte,"Face Nord, entre les deux Nants",N,19/04/2016,11:45,"Plaque déclenchée à la descente, heureusement sans conséquence. <br>
Illustre la forte instabilité souvent engendrée par un épisode perturbé au printemps (""petit hiver"").  ",false,0,,0,Skieur rando.  descente,,3000,,30,50,30,,,2200,,Sèche poudreuse,Neige récente,,2 - LIMITE,45.496699,6.781407
1461325691741,presse le Matin,Suisse,Alpes valaisannes,Le  Portalet,Couloir Est du Portalet,T,19/04/2016,08:00,"""La Valaisanne Estelle Balet (21 ans), championne du monde du Freeride World Tour, est décédée dans une avalanche lors du tournage d'un film au Portalet, à Orsières, selon un communiqué de la Police cantonale valaisanne.""<br>
""Elle a été emportée sur 800 m à 1 km.""",false,0,,0,Surfeur,,0,Départ  vers 3000-3200m,0,0,0,,,0,,Sèche poudreuse,,,3 - MARQUE,45.991567,7.05605
1462278728064,Gentou Bertrand,Autriche,Otztal,HauslabKogel,,NE,19/04/2016,11:30,"Mardi 19/4, lors d'un raid en Otztal, mon groupe a été pris dans une vaste avalanche sur une pente à 25° environ au plus raide. 5 personnes emportées.
Aucune personne ensevelie, les 5 étaient posés sur 10-20cm de neige  transportée par l'avalanche. Ils ont descendu d'environ 60 à 80m de dénivelé donc peu par rapport à la taille de l'avalanche.
<br> L'écoulement a été dense, neige fraîche partie en petits blocs avec peu de vitesse mais 2 ont quand même eu un effet lessiveuse.
<br> La cassure s'est produite à 1 ou 2m sous la crête sur toute la largeur sur la pente Nord du Hauslabkogel. Nous étions à la fin de la montée. J'étais sur la crête. Le second m'a rejoint, le départ s'est produit quand il a posé son sac. Les membres du groupe avaient environ 15m de distance mais étant donné la largeur, les 5 autres ont été pris.
",false,0,,0,,,3400,,30,50,250,Dense,,0,800m de distance environ,,"neige fraîche, partie en petits blocs",,3 - MARQUE,46.789875,10.84532
1461677082613,Matthieu Barthelemy,France,Belledonne,Rocher Blanc,Couloir NW,NW,19/04/2016,10:05,"""Il est tombé 10 cm dans la nuit avec peu ou pas de transport et on monte sereinement cette combe interminable en faisant la trace. Arrivés en haut à partir du col on check les couloirs NO, qui ont l'air rempli de façon homogène pas de coulées récentes.... Il y a un peu de vent là haut, mais rien de bien méchant. 
On monte au sommet, je laisse David pour aller vérifier les deux couloirs. Le SO est trafollé et il n'y a pas de gros transport visible dans le NO bref je décide de descendre le NO.
Je remonte au sommet chausser les skis et j'attaque le couloir en donnant instruction à David de rester en haut. Sur la partie moins raide j'appuie bien mes virages pour vérifier que ça ne bouge pas et juste avant le ressaut, je traverse pour me mettre à l'abri sur un rocher et laisser David descendre.  
Et au moment de m’arrêter, j'ai une sensation de mou sous les skis, je retourne rapidement, vois une fissure j'ai le temps d'espérer que ce ne soit qu'une plaque de surface avant de lever la tête et de voir la pente partir au large, 1m 5 au dessus de moi. Bref je pars avec l'avalanche en glissade bien chamboulé au début. Je sens que le genou ramasse un peu mais j'arrive à rester sur le dessus de la soupe et au moment où je me dis : "" faut pas se faire ensevelir"": je me rends compte que je suis dans l'axe sur les skis (assis , debout, couché, je sais pas de trop) au milieu du blanc. Puis tout s’arrête. je suis sur mes skis au pied du ressaut rocheux 250-300 m plus bas.
<br>Je ne vois pas: ni David ni le sommet, j'essaie de l’appeler au tel mais rien. Je me dis, qu'il doit être mal là haut, alors avant qu'il tente une descente hasardeuse. Je remonte au plus vite pour me rendre visible. Ça prend 2 ou 3 minutes, qui pour lui:  qui a vu l'avalanche poursuivre sa route plus bas, ont été très longues.... Mais je lui fais signe que tout va bien. 
Je regarde la face c'est parti sur 150 ou 200 m de large. Le couloir est entièrement purgé et ça s'est arrêté bien plus bas que moi.""",false,0,,0,Skieur rando.  descente,,2900,largeur de 150-200m,0,60,0,,,2550,,,,,2 - LIMITE,45.242833,6.106056
1460997959304,,Italie,Valgrisenche,Punta Bassac,,NW,18/04/2016,10:00,"Deux randonneurs sont emportés alors qu'ils montent vers la brèche. L'un deux parvient n'a été entrainé que sur quelques dizaines de mètres et peut très rapidement  porter secours. Malgré sa rapidité l'issue est fatale pour la seconde victime, enfouie sous près de 2 m de neige (crevasse bouchée).",false,0,Plaque friable,0,Skieur rando.  montée,,3395,,20,40,100,Dense,,3300,,Sèche poudreuse,Très variée dans le secteur,,2 - LIMITE,45.51973,7.047887
1460921606412,Presse La Dépêche,Espagne,Pyrénées,Pic du Midi de Bigorre,Couloir des Poubelles,T,17/04/2016,,"Deux alpinistes d'un groupe de 3 décèdent, emportés semble-t-il par une coulée de faible ampleur.<br>
Localisation à préciser selon les informations qui nous parviendront (ou pas).",false,0,,0,Alpiniste,Neige,0,,0,0,0,,,0,,,,,2 - LIMITE,42.937516,0.143296
1460897945660,Claude BERARD-BERGERY,France,Belledonne,Rocher Blanc,,NW,14/04/2016,,"""On rattrape le groupe qui fait la trace au moment ou une plaque se décroche sur une face nord/nord-ouest vers 2700 m par déclenchement à distance dû au passage des skieurs en dessous. Un des deux ouvreurs est partiellement enseveli, mais son coéquipier le dégage très vite. Plus de peurs que de mal, mais une sacré surprise d'être prit dans une coulée comme ça, le groupe évoluait au fond de la combe en pente douce, peu de signe ne semblait montré un risque de départ bien que la méfiance était de rigueur avec le vent de la veille.""
<br> Peut être davantage les précipitations que le vent. Une station de mesures à Fond de France a enregistré 35 mm équivalents en eau entre le 13 avril à 14:00 et le 14 avril à 01:00. Largement suffisant ! (Alain Duclos).<br>
Déclenchement par le  2ème à la montée (Claude BERARD-BERGERY)<br>
Description plus complète sur SkiTour (lien ci dessous)",true,0,Plaque friable,0,Skieur rando.  montée,,2780,,0,0,100,Dense,,2730,,Sèche poudreuse,15 à 20 cm de fraîche.,,2 - LIMITE,45.243311,6.115207
1461758951223,Follet Etienne,France,Pyrénées Atlantiques,Dent de Soques,"Vallon versant nord, nord-ouest - Vallée d'Ossau",NW,13/04/2016,12:30,"Groupe composé de 4 skieurs très expérimentés.Aucune trace d’autres skieurs.Vallon réputé technique et assez exposé, habituellement peu fréquenté.
<br> Nous nous sommes arrêtés à 1900m car neige trop croûtée et mauvaise météo. Nos deux compagnons de rando sont montés jusque vers 2400 m puis ils ont débuté la descente. Le premier s’est arrêté vers 2350m sur la partie est du vallon. 
Le second a suivi et après quelques virages s’est arrêté vers 2300m. Une plaque à vent est alors partie sous ses skis.Heureusement la quasi totalité de la plaque est partie en aval de sa position mais elle l’a quand même entrainé. Toujours debout, Il a pu se mettre face à la pente et prendre de la vitesse ce qui lui a permis de faire un virage et de se dégager vers la gauche. Il a alors chuté mais il était juste en bordure de la plaque. Il n’a pas été enseveli.""
<br> Les jours précédents cet évènement, il s’est produit un épisode vent du sud fort et prolongé combiné à des chutes de neige froide. Il est fort probable que le vent du sud a transporté la neige fraîche au-delà de la crête et elle s’est accumulée sous la crête versant nord, mais aussi très en dessous de la crête.
<br>Température négative, chute de neige intermittente dans la matinée. Neige poudreuse à partir de 2000m, très pulvérulente. Nos camarades ont pu constater qu’il s’agissait d’une neige très froide, pulvérulente, qui ne s’agglomérait pas quand on la serrait dans la main. Très cartonnée en dessous de 2000m.
<br> Il semblerait que cette plaque reposait sur couche granuleuse,  dite en « gobelets ». A la montée, nos camarades avaient remarqué une accumulation douteuse de neige dans ce secteur. ",false,0,Plaque à vent,0,Skieur rando.  descente,,2300,,0,35,30,,,0,l'avalanche a dévalé la pente sur plus de 200m,Sèche poudreuse,,,2 - LIMITE,42.822639,-0.367222
1460145579047,Duclos Alain,France,Haute Maurienne,Bonneval sur Arc,RD 902 - Fontaine Froide,NW,06/04/2016,19:00,"Déclenchement préventif Gazex pour la sécurisation de la RD 902<br>
Résultats de faible ampleur compte tenu de l'activité avalancheuse très importante dans d'autres secteurs de la vallée (Val Cenis). Départs en plaques sur couche de gobelets humidifiés mais encore bien formés.",false,0,,0,GAZEX,Réchauffement,2350,,0,0,0,Dense,,1800,,Humide,Couche fragile enfouie : gobelets humidifiés,,3 - MARQUE,45.360217,7.04358
1460029077675,Service des Pistes La Norma,France,Haute Maurienne,Belle Plinier,,NW,06/04/2016,12:30,"Très vastes plaques parties spontanément, dans ce secteur connu pour être sensible. Très grosse activité avalancheuse sur 2 jours (risque 3 MF).",false,0,,0,Réchauffement,Pluie,2900,,0,0,0,Dense,,2200,,Humide,,,3 - MARQUE,45.168098,6.717556
1460132866487,Cellard Sylvain,France,Haute Maurienne,Mont Rond,,N,06/04/2016,10:00,Très vaste plaque partie naturellement dans la matinée.,false,0,,0,Réchauffement,,2890,,0,0,0,,,2150,,,,,3 - MARQUE,45.168377,6.703471
1459873430957,Presse Dauphiné Libéré,France,Haute Maurienne,Bessans,Tierce ; Domaine de ski Nordique ; piste fermée,N,05/04/2016,10:30,"""Les enfants évoluaient avec un moniteur de ski sur une piste de ski de fond fermée depuis une dizaine de jours. L'avalanche, qui s'est produite en milieu de matinée, ce mardi 5 avril 2016, a fait deux blessés légers.""<br>
Une des nombreuses avalanches spontanées qui se sont produites ce jour dans le secteur : redoux, précipitations, absence de regel...",false,0,,0,Pluie,Réchauffement,2700,,0,150,0,Dense,,1770,,Humide,,,3 - MARQUE,45.317105,7.003981
1459971922351,Coubat Grégory,France,Haute Maurienne,Bessans,Ruisseau de la Frête,W,05/04/2016,16:10,"Une des très nombreuses avalanches déclenchée spontanément dans ce secteur de Haute Maurienne<br>
Températures élevées, plusieurs nuits sans regel, précipitations en cours.",false,0,,0,Réchauffement,Pluie,2500,,0,0,0,Dense,,1800,,Humide,,,3 - MARQUE,45.333875,7.030927
1460129675711,Duclos Alain,France,Haute Maurienne,Pointe de Ronce,Méan Communal,NE,05/04/2016,,Une des vastes plaques partie spontanément pendant l'épisode de précipitations et de redoux entre le mardi et le mercredi (nuits sans regel). Observation le jeudi depuis hélicoptère.,false,0,,0,Réchauffement,,2800,,0,0,0,Dense,,2250,,Humide,,,3 - MARQUE,45.273696,6.991964
1460365238215,Tramion Titou,France,Haute Maurienne,Val Cenis,La Casse - En amont du Télésiège de l'Arcelle,W,05/04/2016,,Avalanche déclenchée préventivement par le service des pistes.,false,0,,0,GAZEX,,2900,,0,0,0,,,2400,Dépôt en amont du Télésiège de l'Arcelle,,,,3 - MARQUE,45.269472,6.950194
1460131255483,Coubat Grégory,France,Oisans,Pic de Combeynot,,N,04/04/2016,,"Une des vastes plaques observées pendant une éclaircie en fin de journée du mardi 5 avril. <br<
Nombreux départs ponctuels observés par ailleurs dans les pentes ombragées.",false,0,,0,Réchauffement,,0,,0,0,0,Dense,,0,,,,,3 - MARQUE,45.015041,6.412011
1459935708355,Presse LaCote.ch,Suisse,Grisons,Arosa,,T,03/04/2016,,"""Un skieur hors piste est mort sous une avalanche dimanche après-midi près d'Arosa (GR). L'accident s'est produit à 2200m d'altitude.""",false,0,,0,,,0,,0,0,0,,,0,,,,,Inconnu,46.782293,9.679915
1459709432436,Presse Dauphiné Libéré,France,Haute Tarentaise,Val d'Isère,"Hors piste ""Super L"" puis piste ""L"" fermée",NW,02/04/2016,19:00,"""La dernière avalanche de ce type à cet endroit et de cette ampleur date du 5 mai 1999"". <br>
""Elle est partie du ""couloir des Américains"" vers la Super L., soit 1000 mètres de descente pour arriver à 100 mètres du lit de l'Isère. La hauteur en son pied est de 2,5 mètres. Elle n'a fait ni dégâts, ni victimes.""<br>
Bien que s’étendant sur un dénivelé important, les volumes mobilisés restent modestes par rapport aux grosses avalanches du passé. Quelques ""boules"" déplacées par un engin de damage sur la piste Matysse seraient à l’origine du déclenchement.",false,0,,0,Réchauffement,,2340,,0,0,0,Dense,,1900,,Mouillée,,,3 - MARQUE,45.438312,7.003238
